date,month,quarter,season,doy,global_lux,direct_lux,diffuse_lux,pressure,snow,temp,temp_max,temp_min,ts,dew_point,wind_speed,wind_direction,uv_index,albedo,optical_depth_55,optical_depth_84,clearness,precip,humidity_specific,humidity_relative,cloud_amt,cloud_depth,water
2012-05-25,May,2,Spring,146,52064.16,56154.38,20451.02,99.25,0,24.34,30.44,19.07,24.16,19.3,1.54,198.75,1.92,0.13,0.55,0.36,0.65,0,14.16,75.19,4.38,NA,2.84
2012-05-26,May,2,Spring,147,55835.88,83007.8,13606.96,99.48,0,25.17,31.38,17.81,24.63,18.66,0.6,194.44,NA,0.15,0.27,0.18,0.7,0,13.61,69.06,0.27,NA,2.41
2012-05-27,May,2,Spring,148,52816.72,61991.51,19355.62,99.24,0,26.29,31.95,19.61,25.8,19.33,0.58,142.81,NA,0.15,0.32,0.22,0.69,0.01,14.22,67.44,15.23,NA,2.79
2012-05-28,May,2,Spring,149,47415.31,40900.36,22314.39,98.94,0,26.03,31.33,20.99,25.91,20.31,1.12,168,2.22,0.14,0.45,0.3,0.66,0.42,15.14,72.19,24.88,6.2,3.66
2012-05-29,May,2,Spring,150,41001.47,32030.87,21987.42,98.73,0,24.21,28.38,19.1,24.24,20.55,1.3,181.44,1.92,0.14,0.48,0.31,0.66,6.74,15.38,80.75,47.59,5.54,3.38
2012-05-30,May,2,Spring,151,52871.03,60768.05,20079.09,98.75,0,22.57,30.05,15.76,22.61,15.95,0.98,118.88,2.42,0.14,0.25,0.16,0.73,0.07,11.54,70.12,24.98,NA,1.82
2012-05-31,May,2,Spring,152,48131.4,37907.51,25103.56,98.44,0,22.92,29.97,16.23,22.99,17.89,1.86,155.25,2.17,0.16,0.36,0.23,0.7,4.11,13.12,75.69,56.95,5.33,2.88
2012-06-01,Jun,2,Spring,153,25203.66,8990.61,19458.13,98.63,0,17.5,21.59,13.16,18.04,12.24,1.89,307.94,1.23,0.15,0.64,0.41,0.7,2.87,9.22,73.56,84.15,14.85,2.04
2012-06-02,Jun,2,Spring,154,50671.25,60277.05,19480.58,98.94,0,18.36,24.64,10.5,18.56,11.26,1.12,263.06,2.03,0.16,0.28,0.18,0.72,0.02,8.54,65.69,21.2,5.97,1.97
2012-06-03,Jun,2,Spring,155,50281.48,44767.92,24367.32,98.84,0,23.01,30.51,14.4,23.51,16.66,1.13,264.12,2.02,0.16,0.41,0.26,0.7,3.62,12.15,71.06,50.02,4.67,2.65
2012-06-04,Jun,2,Spring,156,47769.11,25773.23,30028.73,98.54,0,23.77,29.4,18.67,24.12,19.37,0.7,234.06,2.02,0.15,0.59,0.38,0.67,8.8,14.34,78.56,84.29,5.56,3.49
2012-06-05,Jun,2,Spring,157,53499.86,65631.91,16981.43,98.54,0,21.01,26.64,15.53,21.39,15.37,1.98,61.56,2.29,0.16,0.21,0.14,0.73,1.28,11.17,72.94,32.32,NA,2.27
2012-06-06,Jun,2,Spring,158,50642.49,57676.38,20781.5,98.94,0,19.44,25.27,13.01,20.09,13.19,1.63,24.81,1.98,0.14,0.26,0.16,0.72,0,9.58,69.94,23.95,NA,1.62
2012-06-07,Jun,2,Spring,159,53398.51,54961.41,23626.52,99.21,0,20.51,27.47,12.73,21.1,13.3,1.52,46.88,2.16,0.16,0.12,0.08,0.75,0,9.64,66.81,40.47,1.8,1.56
2012-06-08,Jun,2,Spring,160,60008.06,91033.15,9052.33,99.19,0,22.65,29.97,14.25,23.03,12.98,1.16,78.19,2.59,0.16,0.12,0.07,0.75,0,9.46,59.31,4.89,NA,1.52
2012-06-09,Jun,2,Spring,161,49511.03,29901.45,28600.69,99.05,0,24,29.61,18.3,24.08,15.99,1.48,167.62,2.19,0.14,0.28,0.18,0.71,0,11.47,63.06,82.66,1.55,2.27
2012-06-10,Jun,2,Spring,162,25671.18,6898.04,20812.11,99.01,0,21.91,26.55,18.15,22.1,18.47,1.79,137.56,1.29,0.15,0.55,0.37,0.66,3.36,13.55,81.25,97.84,9.94,4.3
2012-06-11,Jun,2,Spring,163,32964.05,10297.09,25782.51,98.95,0,24.24,29,20.52,24.46,20.96,1.38,217.25,1.55,0.15,0.73,0.48,0.66,9.6,15.75,83.31,96.97,6.67,4.31
2012-06-12,Jun,2,Spring,164,36536,13365.91,27180.52,99.09,0,23.94,28.98,18,24.36,18.41,1.55,318.69,1.61,0.15,0.71,0.46,0.66,0.33,13.55,73.69,90.7,6.75,2.8
2012-06-13,Jun,2,Spring,165,60486.51,90656.72,9832.42,99.16,0,22.74,30.19,15.63,23.18,12.48,1.61,65.31,2.75,0.15,0.12,0.08,0.77,0,9.16,56.75,28.33,NA,1.2
2012-06-14,Jun,2,Spring,166,58817.16,87843.17,10561.55,99.19,0,24.51,32.63,15.7,25.22,15.01,1.05,56.62,2.52,0.16,0.14,0.09,0.73,0.01,10.8,60.12,21.77,1.72,2.04
2012-06-15,Jun,2,Spring,167,52346.27,65108.75,17131.86,99.37,0,26.03,32.6,19.8,26.63,18.8,1.48,167.88,2.23,0.16,0.27,0.18,0.7,1.24,13.73,67.44,35.82,3.98,3.19
2012-06-16,Jun,2,Spring,168,43771.05,23395.7,28029.7,99.54,0,26.12,31.78,20.77,26.73,18.52,1.58,178.38,1.83,0.13,0.51,0.33,0.66,0.42,13.43,65,51.97,2.48,3.72
2012-06-17,Jun,2,Spring,169,37710.26,16997.05,26659.73,99.22,0,26.06,32.41,19.92,26.66,17.02,1.8,203.06,1.55,0.12,0.5,0.33,0.66,0.62,12.27,60,60.65,3.7,3.58
2012-06-18,Jun,2,Spring,170,51815.26,56674.12,21543.34,99.1,0,26.36,32.99,18.99,27.09,16.9,1.79,195.5,2.27,0.14,0.28,0.19,0.7,0,12.15,58.75,25.16,2.62,3.3
2012-06-19,Jun,2,Spring,171,52908.35,68502.34,18659.23,99.39,0,26.85,33.75,19.81,27.65,16.82,1.54,181.56,2.21,0.14,0.24,0.16,0.7,0,12.08,57.38,13.53,NA,2.85
2012-06-20,Jun,2,Spring,172,54042.94,70511.21,17993.67,99.43,0,27.37,34.69,19.61,28.28,15.98,1.27,181.56,2.29,0.13,0.32,0.2,0.7,0,11.47,54.31,21.31,3.16,2.77
2012-06-21,Jun,2,Spring,173,52405.18,61797.13,19064.66,99.12,0,28.31,35.01,20.69,29.42,17.43,0.58,254.25,2.34,0.15,0.34,0.21,0.7,0.04,12.63,55.19,46.92,2.84,3.23
2012-06-22,Jun,2,Spring,174,54215.27,62585.36,20036.23,98.89,0,27.44,34.09,20.97,28.52,17,1.32,205.38,2.4,0.16,0.38,0.23,0.69,0.01,12.33,55.62,18.65,2.79,3.08
2012-06-23,Jun,2,Spring,175,57254.7,82299.94,14896.98,98.95,0,27.14,35.36,18.4,28.2,13.96,1.27,40.56,2.54,0.15,0.21,0.14,0.73,0,10.13,49.44,17.3,NA,2.05
2012-06-24,Jun,2,Spring,176,57157.84,86838.77,13525.67,98.88,0,28.16,36.96,19.15,29.04,13.42,1.38,46.38,NA,0.14,0.23,0.16,0.72,0,9.89,46.5,4.52,NA,2.23
2012-06-25,Jun,2,Spring,177,54419.34,65674.01,20233.85,98.56,0,28.83,37.17,19.58,29.73,15.54,1.91,44.69,2.4,0.16,0.25,0.16,0.7,0,11.23,48.19,11.64,NA,2.9
2012-06-26,Jun,2,Spring,178,62593.34,98596.08,7354.48,98.75,0,24.38,32.31,17.49,25.22,7.3,2.4,39.81,2.74,0.16,0.07,0.05,0.78,0,6.65,38.81,0.28,NA,1.02
2012-06-27,Jun,2,Spring,179,59631.48,85270.02,9652.88,99.01,0,26.37,36.81,14.62,26.96,8.62,0.98,85.19,NA,0.15,0.12,0.08,0.75,0.01,7.14,38.62,0.19,NA,1.44
2012-06-28,Jun,2,Spring,180,57345.39,85128.08,12508.61,99.07,0,29.81,41.01,18.05,30.43,11.01,1.46,254.38,NA,0.16,0.18,0.12,0.73,0.01,8.42,37.25,5.67,NA,2.24
2012-06-29,Jun,2,Spring,181,55513.55,74158.55,17277.12,98.79,0,33.1,42.74,22.12,33.14,14.82,0.95,254.56,2.45,0.15,0.31,0.2,0.68,0,10.74,38.06,22.18,2.31,3.73
2012-06-30,Jun,2,Spring,182,55614.9,75742.77,16820.24,98.68,0,33.18,42.21,23.88,34.15,16.07,1.16,264.62,2.47,0.16,0.35,0.23,0.68,0,11.66,40.25,7.92,1.15,3.31
2012-07-01,Jul,3,Summer,183,53240.52,55748.47,20788.78,98.98,0,33.38,41.44,24.86,34.69,17.63,1.24,294.5,2.3,0.14,0.47,0.31,0.66,0.02,12.82,42.31,40.95,NA,3.83
2012-07-02,Jul,3,Summer,184,38316.67,25079.76,22554.8,99.18,0,31.13,37.86,25.46,32.25,19.69,1.21,238.62,1.79,0.12,0.63,0.43,0.63,3.56,14.59,53.25,76.76,9.3,4.16
2012-07-03,Jul,3,Summer,185,49877.68,50145.17,21191.34,99.08,0,30.87,38.8,23.03,32.26,17.52,1.27,260.06,2.22,0.13,0.48,0.34,0.66,0.24,12.88,50.62,44.24,2.82,3.89
2012-07-04,Jul,3,Summer,186,52058.59,48635.31,22614.71,99.02,0,31.91,39.71,23.99,33.23,18.12,0.8,277.31,2.24,0.14,0.34,0.27,0.67,1.84,13.24,47.31,39.25,2.22,3.82
2012-07-05,Jul,3,Summer,187,50804.47,50422.51,21973.16,99.03,0,32.18,39.17,24.96,33.2,18.28,0.93,220.62,2.16,0.14,0.41,0.3,0.66,2.23,13.37,46.56,42.05,3.6,3.72
2012-07-06,Jul,3,Summer,188,51021.18,51482.44,20928.82,98.99,0,32.09,40.23,23.9,33.31,18.8,0.73,150.12,2.11,0.13,0.38,0.27,0.67,2.67,13.85,50.12,43.58,2.05,4.05
2012-07-07,Jul,3,Summer,189,52780.6,62045.95,19461.2,99.03,0,32.37,40.05,23.66,34.05,18.35,0.77,193.56,2.38,0.15,0.3,0.21,0.69,2.21,13.43,47.88,33.85,2.56,4.11
2012-07-08,Jul,3,Summer,190,46605.76,34299.23,24632.48,99.06,0,30.4,36.15,25.3,31.49,21.69,1.2,231.81,2.02,0.12,0.87,0.57,0.62,13.6,16.54,62.25,46.03,9.33,4.81
2012-07-09,Jul,3,Summer,191,44880.95,29324.86,26333.66,98.96,0,27.87,33.05,24.11,28.96,22.17,0.58,255.25,1.89,0.13,0.99,0.64,0.62,10.24,17.03,74,69.63,7.05,4.74
2012-07-10,Jul,3,Summer,192,29196.2,8624.28,23129.68,99.07,0,24.6,27.53,22.33,25.01,22.23,0.91,112.25,1.35,0.15,0.4,0.27,0.68,7.43,16.97,87.06,97.52,11.8,4.63
2012-07-11,Jul,3,Summer,193,42716.04,23110.16,28151.94,99.18,0,24.77,29.6,21.77,25.24,20.76,1.11,127.88,1.84,0.13,0.43,0.28,0.67,3.85,15.5,79.75,80.03,4.6,4.25
2012-07-12,Jul,3,Summer,194,24995.91,6053.13,20735.98,99.21,0,22.56,24.81,21.27,22.67,20.62,2.12,99.19,1.11,0.15,0.7,0.48,0.64,16.29,15.38,89,99.91,11.19,5.09
2012-07-13,Jul,3,Summer,195,30795,11227.05,24050.46,99.28,0,25.08,30.25,20.9,25.43,20.49,1.43,182.19,1.4,0.14,0.67,0.47,0.65,6.51,15.26,77.69,71.66,10.03,5.23
2012-07-14,Jul,3,Summer,196,24801.9,8039.08,19121.82,99.43,0,24.65,27.81,21.06,24.73,22.1,1.13,159,1.16,0.15,0.48,0.34,0.66,27.91,16.85,86.06,86.73,19.57,5.09
2012-07-15,Jul,3,Summer,197,47584.36,34231.09,27460.66,99.49,0,26.71,31.65,20.88,26.69,21.3,0.88,197.56,2.16,0.13,0.32,0.23,0.68,2.42,15.99,74.19,58.59,2.93,5.02
2012-07-16,Jul,3,Summer,198,54287.64,59601.53,21889.74,99.26,0,27.96,33.19,22.05,28.01,21.44,0.8,226.19,2.4,0.15,0.21,0.16,0.7,3.09,16.17,69.5,37.89,2.53,4.51
2012-07-17,Jul,3,Summer,199,54251.26,59068.16,22366.16,99.01,0,28.52,34.12,22.69,29.03,22.23,0.87,254.69,2.26,0.15,0.21,0.15,0.7,0.71,17.03,71.25,37.29,2.11,4.25
2012-07-18,Jul,3,Summer,200,44945.99,26841.1,26247.27,99.08,0,27.51,32.78,23.35,27.67,22.53,0.98,221.25,1.96,0.15,0.28,0.2,0.68,7.19,17.33,76.19,78.41,5.45,4.8
2012-07-19,Jul,3,Summer,201,58222.93,71733.89,20295.89,99.08,0,27.63,33.74,22.53,27.84,23.05,1.48,206.06,2.3,0.14,0.34,0.23,0.68,38.03,17.88,78.56,48.85,11.57,4.65
2012-07-20,Jul,3,Summer,202,42949.72,26570.77,27585.98,98.92,0,26.77,30.82,23.05,26.87,23.49,1.14,184.56,1.8,0.14,0.46,0.3,0.67,11.63,18.43,83.06,69,10.65,4.05
2012-07-21,Jul,3,Summer,203,48901.32,50615.15,23046.39,99.16,0,25.76,29.87,21.33,26.15,22.23,1.12,47.56,2.05,0.15,0.23,0.15,0.7,1,16.97,81.88,29.33,4.66,3.28
2012-07-22,Jul,3,Summer,204,53132.56,59412.68,22505,99.45,0,26.53,31.47,21.99,26.75,22.26,1.37,182.81,2.22,0.16,0.18,0.12,0.7,0.54,16.97,78.75,20.55,3.32,4.07
2012-07-23,Jul,3,Summer,205,54653.64,67546.77,20092.27,99.52,0,27.8,33.02,22.8,27.99,22.27,1.14,235.62,2.27,0.15,0.26,0.18,0.68,0.11,16.97,73.56,14.95,2.64,4.24
2012-07-24,Jul,3,Summer,206,58083.03,84915.34,16392.26,99.21,0,28.33,34.73,22.23,28.55,21.44,1.29,249.75,2.4,0.14,0.3,0.21,0.68,0.02,16.17,68.56,21.85,NA,3.88
2012-07-25,Jul,3,Summer,207,57319.16,73000.29,19786.31,98.92,0,28.75,35.61,22.53,29,21.32,1.39,232.38,2.39,0.15,0.24,0.17,0.7,0.02,16.11,67.06,34.7,0.98,3.54
2012-07-26,Jul,3,Summer,208,58204.34,87214.25,16297.81,98.74,0,28.71,34.1,23.39,28.81,22.55,1.8,226.69,2.41,0.15,0.28,0.2,0.7,1.21,17.4,71.31,22.02,NA,4.05
